,Url,Title,Published_date,Thumbnails,Views
1,https://www.youtube.com/watch?v=n0aa6lv0QjM,Class 10th Biology : Make Your Basics Super Strong || Back To Basics || Must Watch 🔥,2023-04-22T15:10:04Z,https://i.ytimg.com/vi/n0aa6lv0QjM/sddefault.jpg,30848
2,https://www.youtube.com/watch?v=RX0hgoZL7DE,Class 10th Chemistry : Make Your Basics Super Strong || Back To Basics || Must Watch 🔥,2023-04-22T15:08:39Z,https://i.ytimg.com/vi/RX0hgoZL7DE/sddefault_live.jpg,0
3,https://www.youtube.com/watch?v=ivs0f34hMec,How to become an IAS Officer? After Class 10th !!,2023-04-21T15:37:18Z,https://i.ytimg.com/vi/ivs0f34hMec/sddefault.jpg,22577
4,https://www.youtube.com/watch?v=5Lpbj31hKs0,क्या ये Words पता थे? 🔥🔥 #PWShorts #PhysicsWallah,2023-04-21T12:30:03Z,https://i.ytimg.com/vi/5Lpbj31hKs0/sddefault.jpg,19418
5,https://www.youtube.com/watch?v=ecGcmstmnGA,Finally The Wait is Over 🔥 || Icse Batch Coming Soon || Must Watch 🔥🔥,2023-04-21T07:00:17Z,https://i.ytimg.com/vi/ecGcmstmnGA/sddefault.jpg,13964
